r,t,y,TotalTechnologyAnnualActivity
RE1,DEMRESHEBIO,2036,23.8812
RE1,DEMRESHEBIO,2037,23.8746
RE1,DEMRESHEBIO,2038,23.8643
RE1,DEMRESHEBIO,2039,23.8508
RE1,DEMRESHEBIO,2040,23.8343
RE1,DEMRESHEBIO,2041,23.7185
RE1,DEMRESHEBIO,2042,23.6002
RE1,DEMRESHEBIO,2043,23.4799
RE1,DEMRESHEBIO,2044,23.358
RE1,DEMRESHEBIO,2045,23.2346
RE1,DEMRESHEBIO,2046,23.0115
RE1,DEMRESHEBIO,2047,22.7951
RE1,DEMRESHEBIO,2048,22.5847
RE1,DEMRESHEBIO,2049,22.38
RE1,DEMRESHEBIO,2050,22.1804
RE1,DEMRESHEBIO,2051,21.9749
RE1,DEMRESHEBIO,2052,21.7715
RE1,DEMRESHEBIO,2053,21.5699
RE1,DEMRESHEBIO,2054,21.3702
RE1,DEMRESHEBIO,2055,21.1723
RE1,DEMRESHEBIO,2056,20.9764
RE1,DEMRESHEBIO,2057,20.7823
RE1,DEMRESHEBIO,2058,20.59
RE1,DEMRESHEBIO,2059,20.3995
RE1,DEMRESHEBIO,2060,20.2109
RE1,DEMRESHEBIO,2061,20.0165
RE1,DEMRESHEBIO,2062,19.824
RE1,DEMRESHEBIO,2063,19.6335
RE1,DEMRESHEBIO,2064,19.4449
RE1,DEMRESHEBIO,2065,19.2582
RE1,DEMRESHEBIO,2066,19.0734
RE1,DEMRESHEBIO,2067,18.8906
RE1,DEMRESHEBIO,2068,18.7096
RE1,DEMRESHEBIO,2069,18.5306
RE1,DEMRESHEBIO,2070,18.3534
RE1,DEMCOMHEBIO,2015,0.131
RE1,DEMCOMHEBIO,2016,0.138
RE1,DEMCOMHEBIO,2017,0.1454
RE1,DEMCOMHEBIO,2018,0.1532
RE1,DEMCOMHEBIO,2019,0.1614
RE1,DEMCOMHEBIO,2020,0.17
RE1,DEMCOMHEBIO,2021,0.1765
RE1,DEMCOMHEBIO,2022,0.1833
RE1,DEMCOMHEBIO,2023,0.1902
RE1,DEMCOMHEBIO,2024,0.1973
RE1,DEMCOMHEBIO,2025,0.2047
RE1,DEMCOMHEBIO,2026,0.2121
RE1,DEMCOMHEBIO,2027,0.2197
RE1,DEMCOMHEBIO,2028,0.2276
RE1,DEMCOMHEBIO,2029,0.2358
RE1,DEMCOMHEBIO,2030,0.2442
RE1,DEMCOMHEBIO,2031,0.248
RE1,DEMCOMHEBIO,2032,0.2521
RE1,DEMCOMHEBIO,2033,0.2566
RE1,DEMCOMHEBIO,2034,0.2615
RE1,DEMCOMHEBIO,2035,0.2788
RE1,DEMCOMHEBIO,2036,0.2883
RE1,DEMCOMHEBIO,2037,0.298
RE1,DEMCOMHEBIO,2038,0.3081
RE1,DEMCOMHEBIO,2039,0.3184
RE1,DEMCOMHEBIO,2040,0.329
RE1,DEMCOMHEBIO,2041,0.3375
RE1,DEMCOMHEBIO,2042,0.3462
RE1,DEMCOMHEBIO,2043,0.355
RE1,DEMCOMHEBIO,2044,0.3641
RE1,DEMCOMHEBIO,2045,0.3733
RE1,DEMCOMHEBIO,2046,0.3811
RE1,DEMCOMHEBIO,2047,0.3891
RE1,DEMCOMHEBIO,2048,0.3974
RE1,DEMCOMHEBIO,2049,0.4059
RE1,DEMCOMHEBIO,2050,0.4147
RE1,DEMCOMHEBIO,2051,0.4215
RE1,DEMCOMHEBIO,2052,0.4284
RE1,DEMCOMHEBIO,2053,0.4355
RE1,DEMCOMHEBIO,2054,0.4426
RE1,DEMCOMHEBIO,2055,0.4499
RE1,DEMCOMHEBIO,2056,0.4573
RE1,DEMCOMHEBIO,2057,0.4648
RE1,DEMCOMHEBIO,2058,0.4725
RE1,DEMCOMHEBIO,2059,0.4802
RE1,DEMCOMHEBIO,2060,0.4881
RE1,DEMCOMHEBIO,2061,0.4945
RE1,DEMCOMHEBIO,2062,0.501
RE1,DEMCOMHEBIO,2063,0.5075
RE1,DEMCOMHEBIO,2064,0.5141
RE1,DEMCOMHEBIO,2065,0.5208
RE1,DEMCOMHEBIO,2066,0.5276
RE1,DEMCOMHEBIO,2067,0.5345
RE1,DEMCOMHEBIO,2068,0.5415
RE1,DEMCOMHEBIO,2069,0.5486
RE1,DEMCOMHEBIO,2070,0.5558
RE1,TEC087,2015,3.7453
RE1,TEC087,2016,3.3297
RE1,TEC087,2017,4.4124
RE1,TEC087,2018,3.0363
RE1,TEC087,2019,2.4647
RE1,TEC087,2020,1.2953
RE1,TEC087,2021,4.9727
RE1,TEC087,2022,9.2287
RE1,TEC087,2023,16.7729
RE1,TEC087,2024,21.9358
RE1,TEC087,2025,33.5539
RE1,TEC087,2026,34.8661
RE1,TEC087,2027,36.0229
RE1,TEC087,2028,40.4064
RE1,TEC087,2029,42.1305
RE1,TEC087,2030,43.9542
RE1,TEC087,2031,45.3454
RE1,TEC087,2032,46.8607
RE1,TEC087,2033,48.2625
RE1,TEC087,2034,50.0387
RE1,TEC087,2035,65.4139
RE1,TEC087,2036,68.8909
RE1,TEC087,2037,72.5969
RE1,TEC087,2038,76.5493
RE1,TEC087,2039,80.7667
RE1,TEC087,2040,84.3686
RE1,TEC087,2041,87.4032
RE1,TEC087,2042,90.5982
RE1,TEC087,2043,93.9634
RE1,TEC087,2044,98.2375
RE1,TEC087,2045,104.8644
RE1,TEC087,2046,107.4284
RE1,TEC087,2047,115.59
RE1,TEC087,2048,120.5988
RE1,TEC087,2049,125.8916
RE1,TEC087,2050,167.7146
RE1,TEC087,2051,185.5325
RE1,TEC087,2052,195.5916
RE1,TEC087,2053,205.6932
RE1,TEC087,2054,215.9088
RE1,TEC087,2055,226.2424
RE1,TEC087,2056,236.6983
RE1,TEC087,2057,247.2806
RE1,TEC087,2058,256.3861
RE1,TEC087,2059,266.4492
RE1,TEC087,2060,271.8908
RE1,TEC087,2061,280.4013
RE1,TEC087,2062,289.3986
RE1,TEC087,2063,295.5716
RE1,TEC087,2064,301.6883
RE1,TEC087,2065,305.2896
RE1,TEC087,2066,312.053
RE1,TEC087,2067,317.2162
RE1,TEC087,2068,322.4884
RE1,TEC087,2069,327.144
RE1,TEC087,2070,379.5047
